Reference Title,Title,Source Type,AP/TS,Name,AKA,Definition,Code Example,Causes / Effects,Frequency
https://dl.acm.org/doi/10.1145/3482909.3482915,Investigating Test Smells in JavaScript Test Code,paper,Test Smell,Eager Test,,"A test method invokes several methods of the production code, making it difficult to comprehend and maintain",FALSO,FALSO,VERDADEIRO
https://fpalomba.github.io/pdf/Conferencs/C51.pdf,Just-In-Time Test Smell Detection and Refactoring: The DARTS Project,paper,Test Smell,Eager Test,,Arises when a non-cohesive test exercises multiple methods of the production class,FALSO,FALSO,FALSO
https://ieeexplore.ieee.org/abstract/document/4359471,On The Detection of Test Smells: A Metrics-Based Approach for General Fixture and Eager Test,article,Test Smell,Eager Test,,"An Eager Test is a test command that checks several methods of the unit to be tested [5]. The S-S-V-T cycle, however, suggests isolating test scenarios for individual methods under test into separate test commands",FALSO,VERDADEIRO,VERDADEIRO
https://dl.acm.org/doi/10.1145/2897010.2897016,On the diffusion of test smells in automatically generated test code: an empirical study,paper,Test Smell,Eager Test,,"A test is affected by Eager Test when it checks more than one method of the class to be tested, making the comprehension of the actual test target diffcult.",FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.5555/3370272.3370293,On the distribution of test smells in open source Android applications: an exploratory study,paper,Test Smell,Eager Test,,Occurs when a test method invokes several methods of the production object,FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3350768.3350775,On the influence of Test Smells on Test Coverage,paper,Test Smell,Eager Test,,Occurs when a test method checks more than one method of the test class,FALSO,FALSO,FALSO
https://link.springer.com/chapter/10.1007/978-3-540-76440-3_8,On the interplay between software testing and evolution and its effect on program comprehension,article,Test Smell,Eager Test,,"When a test method checks several methods of the object to be tested, it is hard to read and understand, and therefore more difficult to use as documentation.  Moreover, it makes tests more dependent on each other and harder to maintain.",FALSO,VERDADEIRO,FALSO
https://ieeexplore.ieee.org/document/8529832,On the Relation of Test Smells to Software Code Quality,paper,Test Smell,Eager Test,,A test method exercising more methods of the tested object,FALSO,FALSO,FALSO
https://dl.acm.org/doi/abs/10.1145/3482909.3482916,On the use of test smells for prediction of flaky tests,paper,Test Smell,Eager Test,,A test method that contains multiple calls to multiple production methods.,FALSO,VERDADEIRO,VERDADEIRO
https://ieeexplore.ieee.org/document/9240623/,Pizza versus Pinsa: On the Perception and Measurability of Unit Test Code Quality,paper,Test Smell,Eager Test,,Unit tests exercising more than one production method,FALSO,VERDADEIRO,VERDADEIRO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.19.5499&rep=rep1&type=pdf,Refactoring Test Code,paper,Test Smell,Eager Test,,"When a test method checks several methods of the object to be tested, it is hard to read and understand, and therefore more difficult to use as documentation",FALSO,VERDADEIRO,FALSO
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.108.3631&rep=rep1&type=pdf,Rule-based Assessment of Test Quality,article,Test Smell,Eager Test,,"A test that veries too much functionality. It is mostly, but not necessarily, a test with a large amount of statements and assertions. It is normally dicult to understand, and it offers a  poor documentation",FALSO,FALSO,VERDADEIRO
https://www.sciencedirect.com/science/article/pii/S0164121219301487?casa_token=UT0EMFzxTcQAAAAA:L9J82_15tdySkabcIMSHKPx8rVkrltOzcwgme5cIBWgT0txJENY5y-BdUmCYUoGHnoEjZJH-cYc,Scented since the beginning: On the diffuseness of test smells in automatically generated test code,article,Test Smell,Eager Test,,"A test is affected by Eager Test when it checks more than one method of the class to be tested, making the comprehension of the actual test target difficult",FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3474624.3477070,Smart prediction for refactorings in the software test code,paper,Test Smell,Eager Test,,"A test method calls multiple methods of the production class. The test method has several responsibilities, making it difficult to comprehend and maintain",FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3337932.3338815,SoCRATES: Scala radar for test smells,paper,Test Smell,Eager Test,,"A test case that checks or uses more than one method of the class under test. It is left to interpretation which method calls count towards the maximum, but we consider all methods invoked on the class under test. A solid principle is that every test case should test only one method such that the test only fails when the single method fails, and not because another irrelevant method fails.",FALSO,FALSO,FALSO
https://ieeexplore.ieee.org/abstract/document/6862882/,Test code quality and its relation to issue handling performance,article,Test Smell,Eager Test,,A test that attempts to test too much functionality,FALSO,VERDADEIRO,FALSO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Eager Test,,A test method that calls several methods of the object to be tested,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3338906.3342500,Test-related factors and post-release defects: an empirical study,paper,Test Smell,Eager Test,,A test method exercising more than one production method,FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.6409&rep=rep1&type=pdf,TestQ: Exploring Structural and Maintenance Characteristics of Unit Test Suites,paper,Test Smell,Eager Test,,Test commands that exercise too much at once.,FALSO,FALSO,FALSO
https://search.proquest.com/openview/c52d821a4dd6ecb046957d9d6a532ae0/1?pq-origsite=gscholar&cbl=326341,The Relation of Test-Related Factors to Software Quality: A Case Study on Apache Systems,article,Test Smell,Eager Test,,A test case testing more methods of the production target.,FALSO,FALSO,VERDADEIRO
https://link.springer.com/article/10.1007/s10664-021-09969-1,The secret life of test smells-an empirical study on test smell evolution and maintenance,article,Test Smell,Eager Test,,"A test case may exercise several methods of the object under test, which may increase the difficulty in test maintenance",FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3472674.3473981,Toward static test flakiness prediction: a feasibility study,paper,Test Smell,Eager Test,,When atest method invokes several methods of the production object.,FALSO,FALSO,VERDADEIRO
https://dibt.unimol.it/staff/fpalomba/documents/C14.pdf,Towards Automated Tools for Detecting Test Smells: An Empirical Investigation into the Nature of Test Smells,technical paper/manuscript,Test Smell,Eager Test,,"A test is affected by Eager Test when it checks more than one method of the class to be tested, making the comprehension of the actual test target difficult.",FALSO,VERDADEIRO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3368089.3417921,tsDetect: an open source test smells detection tool,paper,Test Smell,Eager Test,,A test method contains multiple calls to multiple production methods,FALSO,FALSO,FALSO
https://dl.acm.org/doi/abs/10.1145/3430665.3456328?casa_token=igLWdXV-fTYAAAAA:UZiEPkDc2-NRE6_Zi0Q9FRDeUjeyZcdVTLO9Kzk53cVuo7LC-nC7m690pw6vZpQmMfa5ktOcw2pvFw,Unit Test Smells and Accuracy of Software Engineering Student Test Suites,paper,Test Smell,Eager Test,,When a single test verifies too much functionality [24],FALSO,FALSO,FALSO
https://www.proquest.com/openview/17433ac63caf619abb410e441e6557f0/1?pq-origsite=gscholar&cbl=18750,What the Smell? An Empirical Investigation on the Distribution and Severity of Test Smells in Open Source Android Applications,thesis,Test Smell,Eager Test,,Occurs when a test method invokes several methods of the production object,FALSO,FALSO,VERDADEIRO
https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,Eager test,,The test is verifying too much functionality in a single test method.,FALSO,FALSO,FALSO
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.108.3631&rep=rep1&type=pdf,Rule-based Assessment of Test Quality,article,Test Smell,Early Returning Test,,"Test returning a value and too early, maybe dropping assertions",FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Early Returning Test,,A test method that returns a value too early which may drop assertions,FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Easy Tests,The Dodger,This kind of test only checks simple things of the production code but it neglects the real logic of it.,FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Empty Method Category,,A test method with an empty method category,FALSO,FALSO,FALSO
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.108.3631&rep=rep1&type=pdf,Rule-based Assessment of Test Quality,article,Test Smell,Empty MethodCategory,,Empty method categories,FALSO,FALSO,VERDADEIRO
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.108.3631&rep=rep1&type=pdf,Rule-based Assessment of Test Quality,article,Test Smell,Empty Shared-Fixture,,"Fixture defined, but empty",FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Empty Shared-Fixture,,A test that defines a fixture with an empty body.,FALSO,FALSO,FALSO
https://arxiv.org/abs/2003.05613,A survey on test practitioners' awareness of test smells,paper,Test Smell,Empty Test,,Occurs when test methods do not contain executable assertions;,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3387940.3392189,An Exploratory Study on the Refactoring of Unit Test Files in Android Applications,paper,Test Smell,Empty Test,,A test method that does not contain a single executable statement,FALSO,FALSO,FALSO
https://arxiv.org/abs/2107.13902,Developers perception on the severity of test smells: an empirical study,technical paper/manuscript,Test Smell,Empty Test,,It occurs when a test method does not contain executable instructions,FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3474624.3477066,Handling Test Smells in Python: Results from a Mixed-Method Study,paper,Test Smell,Empty Test,,Test method without executable statements,FALSO,FALSO,FALSO
https://dl.acm.org/doi/abs/10.1145/3379597.3387453,Investigating Severity Thresholds for Test Smells,paper,Test Smell,Empty Test,,It occurs when a test method does not contain executable statements,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3482909.3482915,Investigating Test Smells in JavaScript Test Code,paper,Test Smell,Empty Test,,A test method with no executable statements that it is never executed,FALSO,FALSO,VERDADEIRO
https://ieeexplore.ieee.org/document/9463091,"On the Distribution of ""Simple Stupid Bugs"" in Unit Test Files: An Exploratory Study",paper,Test Smell,Empty Test,,A test method that does not contain a single executable statement,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3350768.3350775,On the influence of Test Smells on Test Coverage,paper,Test Smell,Empty Test,,Occurs when a test method does not contain executable statements,FALSO,FALSO,FALSO
https://dl.acm.org/doi/abs/10.1145/3482909.3482916,On the use of test smells for prediction of flaky tests,paper,Test Smell,Empty Test,,A test method that does not contain a single executable statement.,FALSO,VERDADEIRO,VERDADEIRO
https://ieeexplore.ieee.org/document/9678615/,PyNose: A Test Smell Detector For Python,paper,Test Smell,Empty Test,,Occurs when a test case does not contain executable statements. Such tests are possibly created for debugging purposes and then forgotten about or contain commented out code,FALSO,VERDADEIRO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Empty Test,,A test method that is empty or does not have executable statements,FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.6409&rep=rep1&type=pdf,TestQ: Exploring Structural and Maintenance Characteristics of Unit Test Suites,paper,Test Smell,Empty Test,,Test commands without a body.,FALSO,FALSO,FALSO
https://link.springer.com/article/10.1007/s10664-021-09969-1,The secret life of test smells-an empirical study on test smell evolution and maintenance,article,Test Smell,Empty Test,,Occurs when test code has no executable statements.,FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3368089.3417921,tsDetect: an open source test smells detection tool,paper,Test Smell,Empty Test,,A test method that does not contain a single executable statement,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Empty Test-Method Category,,A test method with an empty test method category,FALSO,FALSO,FALSO
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.108.3631&rep=rep1&type=pdf,Rule-based Assessment of Test Quality,article,Test Smell,Empty Test-MethodCategory,,Empty testing method categories,FALSO,FALSO,VERDADEIRO
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Equality Pollution,,Test Logic in Production is the implementation of test-specific equality in the equals method of the SUT.,FALSO,VERDADEIRO,FALSO
https://codingcraftsman.wordpress.com/2018/09/27/test-smells/,Test Smells - The Coding Craftsman,webpage,Test Smell,Equality Sledgehammer Assertion,,"where the interesting behaviour we are trying to prove is a subset of asserting the equality of everything, for example just knowing the count would be enough, but we assert all values in all rows – don’t go too far, through, and end up with a Blinkered Assertion – the likely cause of this smell is lack of imagination when writing an assertion and just landing on equals",FALSO,FALSO,FALSO
https://dl.acm.org/doi/abs/10.5555/1768961.1768982,Inspecting Automated Test Code: A Preliminary Study,paper,Test Smell,Erratic test,,"A test that gives different results, depending on when it runs and who is running it",FALSO,FALSO,VERDADEIRO
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Erratic Test,,One or more tests are behaving erratically; sometimes they pass and sometimes they fail.,FALSO,VERDADEIRO,FALSO
https://link.springer.com/article/10.1007/s10664-021-09969-1,The secret life of test smells-an empirical study on test smell evolution and maintenance,article,Test Smell,Exception Catch/Throw,,"Passing or failing of a test case depends on custom exception handling code or exception throwing, which may hide real problems and hamper debugging.",FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3350768.3350775,On the influence of Test Smells on Test Coverage,paper,Test Smell,Exception Catching Throwing,,Occurs when a test method is explicitly dependent on the production method throwing an exception,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3387940.3392189,An Exploratory Study on the Refactoring of Unit Test Files in Android Applications,paper,Test Smell,Exception Handling,,A test method that contains either a throw statement or a catch clause,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3474624.3477066,Handling Test Smells in Python: Results from a Mixed-Method Study,paper,Test Smell,Exception Handling,,When an exception handling is performed within a test method.,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3482909.3482915,Investigating Test Smells in JavaScript Test Code,paper,Test Smell,Exception Handling,,"A test method for which pass or failure depends on the production/test method throwing an exception that is captured by catch statements, instead of using the frameworks specific exception assertions",FALSO,FALSO,VERDADEIRO
https://ieeexplore.ieee.org/document/9463091,"On the Distribution of ""Simple Stupid Bugs"" in Unit Test Files: An Exploratory Study",paper,Test Smell,Exception Handling,,A test method that contains either a throw statement or a catch clause,FALSO,FALSO,FALSO
https://ieeexplore.ieee.org/document/9678615/,PyNose: A Test Smell Detector For Python,paper,Test Smell,Exception Handling,,Occurs when passing or failing of a test case is dependent on the production method explicitly throwing an exception.,FALSO,VERDADEIRO,VERDADEIRO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Exception Handling,,Occurs when custom exception handling is utilized instead of using JUnit’s exception handling feature,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3368089.3417921,tsDetect: an open source test smells detection tool,paper,Test Smell,Exception Handling,,A test method that contains either a throw statement or a catch clause,FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Excessive Inline Setup,,There is too much setup in each of the tests/test methods.,FALSO,FALSO,VERDADEIRO
https://jakescruggs.blogspot.com/2009/04/smells-of-testing-signs-your-tests-are.html,Smells of Testing (signs your tests are bad),webpage,Test Smell,Excessive Inline setup,,Too much setup in every test means the reader has to skip most of the test to get to the meat.,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3379597.3387471,Did You Remember To Test Your Tokens?,paper,Test Smell,Excessive Mocking,,"Refers to a test case which requires many mocks to run [35, 45]. The system under test may need a complex environment, specific resources, or depend on 3rd party systems which cannot be provided during test execution. Running tests against a database is a canonical example. If the database isn’t available, all tests will fail even though the system under test might be completely bug-free. A common solution is to mock those potential failures by mimicking the behavior of real objects. Developers also use mocks when testing authentication, but sometimes struggle with strategy.",FALSO,VERDADEIRO,FALSO
https://dzone.com/articles/unit-testing-smells-what-are-your-tests-telling-yo,Unit Testing Smells: What Are Your Tests Telling You?,webpage,Test Smell,Excessive Mocking,,"Some mocking is an important part of any test suite because it makes testing your code much easier. But excessive mocking usually indicates design problems. You may have too many dependencies in the class under test, or you may be testing at the wrong level of abstraction.",FALSO,VERDADEIRO,FALSO
https://digitaltapestry.net/testify/manual/AntiPatterns.html,Anti-Patterns - Digital Tapestry,webpage,Anti-pattern,Excessive Setup,,"A test that requires a lot of work setting up in order to even begin testing. Sometimes several hundred lines of code is used to setup the environment for one test, with several objects involved, which can make it difficult to really ascertain what is tested due to the “noise” of all of the setup going on.",FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Excessive Setup,Large Setup Methods,A mega setup is needed in order for the test to be run.,FALSO,FALSO,VERDADEIRO
https://bryanwilhite.github.io/the-funky-knowledge-base/entry/kb2076072213/,Test-Driven Development: TDD Anti-Patterns,webpage,Anti-pattern,Excessive Setup,,"A test that requires a lot of work setting up in order to even begin testing. Sometimes several hundred lines of code is used to setup the environment for one test, with several objects involved, which can make it difficult to really ascertain what is tested due to the “noise” of all of the setup going on.",FALSO,FALSO,FALSO
https://stackoverflow.com/questions/333682/unit-testing-anti-patterns-catalogue,Unit testing Anti-patterns catalogue,webpage,Anti-pattern,Excessive Setup,,"A test that requires a huge setup in order to even begin testing. Sometimes several hundred lines of code are used to prepare the environment for one test, with several objects involved, which can make it difficult to really ascertain what is tested due to the “noise” of all of the setup going on.",FALSO,FALSO,FALSO
https://www.yegor256.com/2018/12/11/unit-testing-anti-patterns.html,"Unit Testing Anti-Patterns, Full List",webpage,Anti-pattern,Excessive Setup,Mother Hen,"A test that requires a lot of work to set up in order to even begin testing. Sometimes several hundred lines of code are used to setup the environment for one test, with several objects involved, which can make it difficult to really ascertain what is being tested due to the “noise” of all of the setup.",FALSO,FALSO,FALSO
https://jakescruggs.blogspot.com/2009/04/smells-of-testing-signs-your-tests-are.html,Smells of Testing (signs your tests are bad),webpage,Test Smell,External Data,,"A test that needs external data (fixtures, files, helper classes, etc.) in order to run can be hard to understand as the reader must file hop to get a clear picture.",FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,External Dependencies,,The tests depend on external factors.,FALSO,FALSO,VERDADEIRO
https://exubero.com/junit/anti-patterns/,JUnit Anti-patterns,webpage,Anti-pattern,External Dependencies,,"There are a number of external dependencies that code may need to rely on to work correctly. For example: a specific time or date, a third-party library jar, a file, a database, a network connection, a web container, an application container, randomness, many other dependencies",FALSO,VERDADEIRO,FALSO
https://semaphoreci.com/blog/2014/01/14/rails-testing-antipatterns-fixtures-and-factories.html,Rails Testing Antipatterns: Fixtures and Factories,webpage,Anti-pattern,Factories that contain unnecessary data,,When factories define more data than necessary for a model to function,FALSO,FALSO,FALSO
https://www.sciencedirect.com/science/article/abs/pii/S0164121217303060,Smells in software test code: A survey of knowledge in industry and academia,article,Test Smell,Fantasy Tests,,Passing tests of code that wouldn’t actually work in production,FALSO,FALSO,FALSO
https://ieeexplore.ieee.org/abstract/document/6299294,Bad smells and refactoring methods for GUI test script,paper,Test Smell,Feature Envy,,A macro event uses another macro component’s macro events or components excessively.,FALSO,FALSO,FALSO
https://www.sciencedirect.com/science/article/abs/pii/S0164121217303060,Smells in software test code: A survey of knowledge in industry and academia,article,Test Smell,Fire and Forget,Plate-Spinning,The test fakes the production implementations to simplify test of subject,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3472674.3473981,Toward static test flakiness prediction: a feasibility study,paper,Test Smell,Fire and Forget,,A test that is at risk of exiting prematurely because it does not properly wait for the results of external calls.,FALSO,FALSO,VERDADEIRO
https://ieeexplore.ieee.org/document/9678529/,JTDog: a Gradle Plugin for Dynamic Test Smell Detection,paper,Test Smell,Flaky test,,A flaky test is a test that both passes and fails periodically with same code,FALSO,VERDADEIRO,FALSO
https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,Flaky test,,A flaky test is a test that could fail or pass for the same configuration. Flaky tests could be harmful for developers because their failures do not always indicate bugs in the code.,FALSO,FALSO,FALSO
https://arxiv.org/abs/2003.05613,A survey on test practitioners' awareness of test smells,paper,Test Smell,For Testers Only,,Occurs when a production class has methods only used by test methods;,FALSO,FALSO,FALSO
https://ieeexplore.ieee.org/document/6405253,An empirical analysis of the distribution of unit test smells and their impact on software maintenance,paper,Test Smell,For Testers Only,,A production class contains methods used only by test methods,FALSO,FALSO,FALSO
https://ieeexplore.ieee.org/abstract/document/8847402/,An exploratory study of the relationship between software test smells and fault-proneness,article,Test Smell,For Testers Only,,A production class contains methods used only by test methods,FALSO,FALSO,VERDADEIRO
https://link.springer.com/article/10.1007/s10664-014-9313-0,Are test smells really harmful? An empirical study,article,Test Smell,For Testers Only,,A production class contains methods used only by test methods,FALSO,VERDADEIRO,VERDADEIRO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,For Testers Only,,The production code contains code that is strictly reserved for tests.,FALSO,FALSO,VERDADEIRO
https://lutpub.lut.fi/handle/10024/158751,Enhancing developers’ awareness on test suites’ quality with test smell summaries,thesis,Test Smell,For Testers Only,,When methods of production class are only used by test methods.,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/2897010.2897016,On the diffusion of test smells in automatically generated test code: an empirical study,paper,Test Smell,For Testers Only,,"This smell arises when a production class contains methods only used by test methods. This kind of production classes should be removed, since it does not provide functionalities used by other classes in the system. From the testing side, this smell involves an extra effort needed in order to comprehend and modify as assertions.",FALSO,FALSO,FALSO
https://link.springer.com/chapter/10.1007/978-3-540-76440-3_8,On the interplay between software testing and evolution and its effect on program comprehension,article,Test Smell,For Testers Only,,"When a production class contains methods that are only used by test methods, these methods either (1) are not needed and can be removed, or (2) are only needed to set up a fixture for testing. Depending on functionality of those methods, you may not want them in production code where others can use them.",FALSO,VERDADEIRO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.19.5499&rep=rep1&type=pdf,Refactoring Test Code,paper,Test Smell,For Testers Only,,"When a production class contains methods that are only used by test methods, these methods either (1) are not needed and can be removed, or (2) are only needed to set up a fixture for testing",FALSO,VERDADEIRO,FALSO
https://www.sciencedirect.com/science/article/pii/S0164121219301487?casa_token=UT0EMFzxTcQAAAAA:L9J82_15tdySkabcIMSHKPx8rVkrltOzcwgme5cIBWgT0txJENY5y-BdUmCYUoGHnoEjZJH-cYc,Scented since the beginning: On the diffuseness of test smells in automatically generated test code,article,Test Smell,For Testers Only,,This smell arises when a production class contains methods only used by test methods,FALSO,FALSO,FALSO
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,For Testers Only,,A production class that contains methods that are only used for test methods,FALSO,FALSO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.6409&rep=rep1&type=pdf,TestQ: Exploring Structural and Maintenance Characteristics of Unit Test Suites,paper,Test Smell,For Testers Only,,Production methods or functions which are introduced specically to make the unit under test testable.,FALSO,FALSO,FALSO
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,For Testers Only,,Code exists in the SUT strictly for use by tests.,FALSO,VERDADEIRO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Fragile Fixture,,The modification of the fixture to enable the execution of a new test causes other tests to fail.,FALSO,FALSO,VERDADEIRO
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Fixture,,"When a Standard Fixture is modified to accommodate a new test, several other tests fail. This is an alias for either Data Sensitivity or Context Sensitivity.",FALSO,VERDADEIRO,FALSO
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Fragile Test,Brittle Test,The test does not compile or cannot be run due to changes in test-independent parts of the production code.,FALSO,FALSO,VERDADEIRO
https://dl.acm.org/doi/abs/10.5555/1768961.1768982,Inspecting Automated Test Code: A Preliminary Study,paper,Test Smell,Fragile test,,A test that fails or does not compile after any change to the production code,FALSO,FALSO,VERDADEIRO
https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,Fragile Test,Brittle Test,A test fails to compile or run when the SUT is changed in ways that do not affect the part the test is exercising.,FALSO,FALSO,FALSO
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Test,,A test fails to compile or run when the system under test (SUT) is changed in ways that do not affect the part the test is exercising.,FALSO,VERDADEIRO,FALSO
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Test,,Tests that fail because minor changes were made to the SUT are called Fragile Tests.,FALSO,VERDADEIRO,FALSO
