URL,Title,Source Type,AP/TS,Name,AKA,Definition,Code Example,Causes / Effects,Frequency,Refactoring
https://testsmells.org/,Software Unit Test Smells,webpage,Test Smell,Exception Handling,,This smell occurs when a test method explicitly a passing or failing of a test method is dependent on the production method throwing an exception. Developers should utilize JUnit's exception handling to automatically pass/fail the test instead of writing custom exception handling code or throwing an exception.,TRUE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,Exception Handling,,Occurs when custom exception handling is utilized instead of using JUnit’s exception handling feature,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/3368089.3417921,tsDetect: an open source test smells detection tool,paper,Test Smell,Exception Handling,,A test method that contains either a throw statement or a catch clause,FALSE,FALSE,FALSE,FALSE
https://www.proquest.com/openview/17433ac63caf619abb410e441e6557f0/1?pq-origsite=gscholar&cbl=18750,What the Smell? An Empirical Investigation on the Distribution and Severity of Test Smells in Open Source Android Applications,thesis,Test Smell,Exception Handling,,This smell occurs when the passing or failing of a test method is explicitly dependent on the production method throwing an exception. Developers should utilize JUnit’s exception handling features to automatically pass/fail the test instead of custom exception handling code or exception throwing.,TRUE,FALSE,TRUE,FALSE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Excessive Inline Setup,,There is too much setup in each of the tests/test methods.,FALSE,FALSE,TRUE,FALSE
https://jakescruggs.blogspot.com/2009/04/smells-of-testing-signs-your-tests-are.html,Smells of Testing (signs your tests are bad),webpage,Test Smell,Excessive Inline setup,,Too much setup in every test means the reader has to skip most of the test to get to the meat.,FALSE,FALSE,FALSE,TRUE
https://dl.acm.org/doi/10.1145/3379597.3387471,Did You Remember To Test Your Tokens?,paper,Test Smell,Excessive Mocking,,"Refers to a test case which requires many mocks to run [35, 45]. The system under test may need a complex environment, specific resources, or depend on 3rd party systems which cannot be provided during test execution. Running tests against a database is a canonical example. If the database isn’t available, all tests will fail even though the system under test might be completely bug-free. A common solution is to mock those potential failures by mimicking the behavior of real objects. Developers also use mocks when testing authentication, but sometimes struggle with strategy.",FALSE,TRUE,FALSE,FALSE
https://dzone.com/articles/unit-testing-smells-what-are-your-tests-telling-yo,Unit Testing Smells: What Are Your Tests Telling You?,webpage,Test Smell,Excessive Mocking,,"Some mocking is an important part of any test suite because it makes testing your code much easier. But excessive mocking usually indicates design problems. You may have too many dependencies in the class under test, or you may be testing at the wrong level of abstraction.",FALSE,TRUE,FALSE,FALSE
https://digitaltapestry.net/testify/manual/AntiPatterns.html,Anti-Patterns - Digital Tapestry,webpage,Anti-pattern,Excessive Setup,,"A test that requires a lot of work setting up in order to even begin testing. Sometimes several hundred lines of code is used to setup the environment for one test, with several objects involved, which can make it difficult to really ascertain what is tested due to the “noise” of all of the setup going on.",FALSE,FALSE,FALSE,FALSE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Excessive Setup,Large Setup Methods,A mega setup is needed in order for the test to be run.,FALSE,FALSE,TRUE,FALSE
https://www.codurance.com/publications/tdd-anti-patterns-chapter-1,TDD anti patterns - Chapter 1,webpage,Test Smell,Excessive setup,,"Many dependencies you have to create beforehand (such as classes, operating system dependencies, databases - basically anything that removes the attention to the testing goal).",TRUE,FALSE,FALSE,FALSE
https://marabesi.com/tdd/2021/08/28/tdd-anti-patterns.html,"TDD anti-patterns - the liar, excessive setup, the giant, slow poke",webpage,Test Smell,Excessive setup,,"Many dependencies you have to create beforehand (such as classes, operating system dependencies, databases - basically anything that removes the attention to the testing goal).",TRUE,FALSE,FALSE,FALSE
https://bryanwilhite.github.io/the-funky-knowledge-base/entry/kb2076072213/,Test-Driven Development: TDD Anti-Patterns,webpage,Anti-pattern,Excessive Setup,,"A test that requires a lot of work setting up in order to even begin testing. Sometimes several hundred lines of code is used to setup the environment for one test, with several objects involved, which can make it difficult to really ascertain what is tested due to the “noise” of all of the setup going on.",FALSE,FALSE,FALSE,FALSE
https://stackoverflow.com/questions/333682/unit-testing-anti-patterns-catalogue,Unit testing Anti-patterns catalogue,webpage,Anti-pattern,Excessive Setup,,"A test that requires a huge setup in order to even begin testing. Sometimes several hundred lines of code are used to prepare the environment for one test, with several objects involved, which can make it difficult to really ascertain what is tested due to the “noise” of all of the setup going on.",FALSE,FALSE,FALSE,FALSE
https://www.yegor256.com/2018/12/11/unit-testing-anti-patterns.html,"Unit Testing Anti-Patterns, Full List",webpage,Anti-pattern,Excessive Setup,Mother Hen,"A test that requires a lot of work to set up in order to even begin testing. Sometimes several hundred lines of code are used to setup the environment for one test, with several objects involved, which can make it difficult to really ascertain what is being tested due to the “noise” of all of the setup.",FALSE,FALSE,FALSE,FALSE
http://kaczanowscy.pl/books/bad_tests_good_tests.html,"Bad tests, good tests",book,Test Smell,Expected Exceptions and Verification,,A verification happens after an expected exception is thrown and halts the test method execution,TRUE,TRUE,FALSE,TRUE
http://kaczanowscy.pl/books/bad_tests_good_tests.html,"Bad tests, good tests",book,Test Smell,Expecting Exceptions Anywhere,,Tests that do not track the step that raised the expected exception and pass,TRUE,TRUE,FALSE,TRUE
https://jakescruggs.blogspot.com/2009/04/smells-of-testing-signs-your-tests-are.html,Smells of Testing (signs your tests are bad),webpage,Test Smell,External Data,,"A test that needs external data (fixtures, files, helper classes, etc.) in order to run can be hard to understand as the reader must file hop to get a clear picture.",FALSE,FALSE,FALSE,TRUE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,External Dependencies,,The tests depend on external factors.,FALSE,FALSE,TRUE,FALSE
https://exubero.com/junit/anti-patterns/,JUnit Anti-patterns,webpage,Anti-pattern,External Dependencies,,"There are a number of external dependencies that code may need to rely on to work correctly. For example: a specific time or date, a third-party library jar, a file, a database, a network connection, a web container, an application container, randomness, many other dependencies",FALSE,TRUE,FALSE,TRUE
https://apprize.best/c/unit/8.html,Chapter 8. The pillars of good unit tests,webpage,Test Smell,External shared-state corruption,,Integration tests with shared resources and no rollback,TRUE,TRUE,FALSE,TRUE
https://semaphoreci.com/blog/2014/01/14/rails-testing-antipatterns-fixtures-and-factories.html,Rails Testing Antipatterns: Fixtures and Factories,webpage,Test Smell,Factories depending on database records,,Adding a hard dependency on specific database records in factory definitions leads to build failures in CI environment.,TRUE,TRUE,FALSE,TRUE
https://semaphoreci.com/blog/2014/01/14/rails-testing-antipatterns-fixtures-and-factories.html,Rails Testing Antipatterns: Fixtures and Factories,webpage,Test Smell,Factories pulling too many dependencies,,"Calling one factory may silently create many associated records, which accumulates to make the whole test suite slow (more on that later)",TRUE,TRUE,FALSE,TRUE
https://semaphoreci.com/blog/2014/01/14/rails-testing-antipatterns-fixtures-and-factories.html,Rails Testing Antipatterns: Fixtures and Factories,webpage,Anti-pattern,Factories that contain unnecessary data,,When factories define more data than necessary for a model to function,FALSE,FALSE,FALSE,TRUE
https://semaphoreci.com/blog/2014/01/14/rails-testing-antipatterns-fixtures-and-factories.html,Rails Testing Antipatterns: Fixtures and Factories,webpage,Test Smell,Factories with random data instead of sequences,,"When used alongside factories, random data generators may compromise the reliability of a test suite.",TRUE,TRUE,FALSE,TRUE
https://github.com/testdouble/test-smells,A workbook repository of example test smells and what to do about them,webpage,Test Smell,Fantasy Tests,,"Passing tests of code that wouldn't actually work in production, usually as a result of a stub returning a response that's substantially different from how a real instance would behave.",TRUE,TRUE,FALSE,TRUE
https://www.sciencedirect.com/science/article/abs/pii/S0164121217303060,Smells in software test code: A survey of knowledge in industry and academia,article,Test Smell,Fantasy Tests,,Passing tests of code that wouldn’t actually work in production,FALSE,FALSE,FALSE,FALSE
https://ieeexplore.ieee.org/abstract/document/6299294,Bad smells and refactoring methods for GUI test script,paper,Test Smell,Feature Envy,,A macro event uses another macro component’s macro events or components excessively.,FALSE,FALSE,FALSE,TRUE
https://github.com/testdouble/test-smells,A workbook repository of example test smells and what to do about them,webpage,Test Smell,Fire And Forget,,"A test that's at risk of exiting prematurely, typically before its assertions can run and fail the test run if necessary",TRUE,TRUE,FALSE,TRUE
https://www.sciencedirect.com/science/article/abs/pii/S0164121217303060,Smells in software test code: A survey of knowledge in industry and academia,article,Test Smell,Fire and Forget,Plate-Spinning,The test fakes the production implementations to simplify test of subject,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/3472674.3473981,Toward static test flakiness prediction: a feasibility study,paper,Test Smell,Fire and Forget,,A test that is at risk of exiting prematurely because it does not properly wait for the results of external calls.,FALSE,FALSE,TRUE,FALSE
https://techbeacon.com/app-dev-testing/7-ways-tidy-your-test-code,Writing good gherkin,webpage,Test Smell,Flaky locator,,A key component to making UI automation work is to provide your tool with identifiers to the elements that you'd like it to find and interact with. Using flaky locators—ones that are not durable—is an awful code smell. ,TRUE,TRUE,FALSE,TRUE
https://ieeexplore.ieee.org/document/9678529/,JTDog: a Gradle Plugin for Dynamic Test Smell Detection,paper,Test Smell,Flaky test,,A flaky test is a test that both passes and fails periodically with same code,FALSE,TRUE,FALSE,FALSE
https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,Flaky test,,A flaky test is a test that could fail or pass for the same configuration. Flaky tests could be harmful for developers because their failures do not always indicate bugs in the code.,FALSE,FALSE,FALSE,FALSE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Flexible Test,,Test code verifies different functionality depending on when or where it is run.,TRUE,TRUE,FALSE,TRUE
https://arxiv.org/abs/2003.05613,A survey on test practitioners' awareness of test smells,paper,Test Smell,For Testers Only,,Occurs when a production class has methods only used by test methods;,FALSE,FALSE,FALSE,FALSE
https://ieeexplore.ieee.org/document/6405253,An empirical analysis of the distribution of unit test smells and their impact on software maintenance,paper,Test Smell,For Testers Only,,A production class contains methods used only by test methods,FALSE,FALSE,TRUE,FALSE
https://ieeexplore.ieee.org/abstract/document/8847402/,An exploratory study of the relationship between software test smells and fault-proneness,article,Test Smell,For Testers Only,,A production class contains methods used only by test methods,FALSE,TRUE,TRUE,FALSE
https://link.springer.com/article/10.1007/s10664-014-9313-0,Are test smells really harmful? An empirical study,article,Test Smell,For Testers Only,,A production class contains methods used only by test methods,FALSE,TRUE,TRUE,TRUE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,For Testers Only,,The production code contains code that is strictly reserved for tests.,FALSE,FALSE,TRUE,FALSE
https://lutpub.lut.fi/handle/10024/158751,Enhancing developers’ awareness on test suites’ quality with test smell summaries,thesis,Test Smell,For Testers Only,,When methods of production class are only used by test methods.,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/2897010.2897016,On the diffusion of test smells in automatically generated test code: an empirical study,paper,Test Smell,For Testers Only,,"This smell arises when a production class contains methods only used by test methods. This kind of production classes should be removed, since it does not provide functionalities used by other classes in the system. From the testing side, this smell involves an extra effort needed in order to comprehend and modify as assertions.",FALSE,FALSE,FALSE,FALSE
https://link.springer.com/chapter/10.1007/978-3-540-76440-3_8,On the interplay between software testing and evolution and its effect on program comprehension,article,Test Smell,For Testers Only,,"When a production class contains methods that are only used by test methods, these methods either (1) are not needed and can be removed, or (2) are only needed to set up a fixture for testing. Depending on functionality of those methods, you may not want them in production code where others can use them.",FALSE,TRUE,FALSE,FALSE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.19.5499&rep=rep1&type=pdf,Refactoring Test Code,paper,Test Smell,For Testers Only,,"When a production class contains methods that are only used by test methods, these methods either (1) are not needed and can be removed, or (2) are only needed to set up a fixture for testing",FALSE,TRUE,FALSE,TRUE
https://www.sciencedirect.com/science/article/pii/S0164121219301487?casa_token=UT0EMFzxTcQAAAAA:L9J82_15tdySkabcIMSHKPx8rVkrltOzcwgme5cIBWgT0txJENY5y-BdUmCYUoGHnoEjZJH-cYc,Scented since the beginning: On the diffuseness of test smells in automatically generated test code,article,Test Smell,For Testers Only,,This smell arises when a production class contains methods only used by test methods,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/3463274.3463335,Test Smell Detection Tools: A Systematic Mapping Study,paper,Test Smell,For Testers Only,,A production class that contains methods that are only used for test methods,FALSE,FALSE,FALSE,FALSE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.649.6409&rep=rep1&type=pdf,TestQ: Exploring Structural and Maintenance Characteristics of Unit Test Suites,paper,Test Smell,For Testers Only,,Production methods or functions which are introduced specically to make the unit under test testable.,FALSE,FALSE,FALSE,FALSE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,For Testers Only,,Code exists in the SUT strictly for use by tests.,FALSE,TRUE,FALSE,TRUE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Fragile Fixture,,The modification of the fixture to enable the execution of a new test causes other tests to fail.,FALSE,FALSE,TRUE,FALSE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Fixture,,"When a Standard Fixture is modified to accommodate a new test, several other tests fail. This is an alias for either Data Sensitivity or Context Sensitivity.",FALSE,TRUE,FALSE,TRUE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Fragile Test,Brittle Test,The test does not compile or cannot be run due to changes in test-independent parts of the production code.,FALSE,FALSE,TRUE,FALSE
https://dl.acm.org/doi/abs/10.5555/1768961.1768982,Inspecting Automated Test Code: A Preliminary Study,paper,Test Smell,Fragile test,,A test that fails or does not compile after any change to the production code,FALSE,FALSE,TRUE,FALSE
https://thoughtbot.com/upcase/videos/testing-antipatterns,Rails Testing Antipatterns,webpage,Test Smell,Fragile Test,,tests which seem to break when they shouldn't,TRUE,FALSE,FALSE,TRUE
https://ieeexplore.ieee.org/document/8501942,What We Know About Smells in Software Test Code,technical paper/manuscript,Test Smell,Fragile Test,Brittle Test,A test fails to compile or run when the SUT is changed in ways that do not affect the part the test is exercising.,FALSE,FALSE,FALSE,FALSE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Test,,A test fails to compile or run when the system under test (SUT) is changed in ways that do not affect the part the test is exercising.,FALSE,TRUE,FALSE,TRUE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Test,,Tests that fail because minor changes were made to the SUT are called Fragile Tests.,FALSE,TRUE,FALSE,TRUE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Fragile Test,,"The Buggy Tests may just be the project-level symptom of Fragile Test. For false positive test failures, a good place to start is the ""four sensitivities"" (Interface Sensitivity (see Fragile Test), Behavior Sensitivity (see Fragile Test), Data Sensitivity (see Fragile Test) and Context Sensitivity (see Fragile Test).) Each of these could be the change that caused the test to fail.",FALSE,TRUE,FALSE,TRUE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,Frequent Debugging,,The developer has to manually debug most of the failures that occur in the test.,FALSE,FALSE,TRUE,FALSE
https://dl.acm.org/doi/abs/10.5555/1768961.1768982,Inspecting Automated Test Code: A Preliminary Study,paper,Test Smell,Frequent debugging,,Manual debugging is required to determine the cause of most test failures,FALSE,FALSE,TRUE,FALSE
https://dl.acm.org/doi/abs/10.1145/3430665.3456328?casa_token=igLWdXV-fTYAAAAA:UZiEPkDc2-NRE6_Zi0Q9FRDeUjeyZcdVTLO9Kzk53cVuo7LC-nC7m690pw6vZpQmMfa5ktOcw2pvFw,Unit Test Smells and Accuracy of Software Engineering Student Test Suites,paper,Test Smell,Frequent Debugging,,"Indicates when ambiguity in test results require developers to conduct additional, manual debugging to identify the cause of the failed test.",FALSE,FALSE,FALSE,FALSE
https://books.google.com.br/books?hl=pt-BR&lr=&id=-izOiCEIABQC&oi=fnd&pg=PT19&dq=%22test+code%22+AND+(%22test*+smell*%22+OR+antipattern*+OR+%22poor+quality%22)&ots=YL71coYZkx&sig=s3U1TNqypvSAzSilSbex5lnHonk#v=onepage&q=%22test%20code%22%20AND%20(%22test*%20smell*%22%20OR%20antipattern*%20OR%20%22poor%20quality%22)&f=false,xUnit test patterns: Refactoring test code,book,Test Smell,Frequent Debugging,Manual Debugging,Manual debugging is required to determine the cause of most test failures.,FALSE,TRUE,FALSE,TRUE
https://idp.springer.com/authorize/casa?redirect_uri=https://link.springer.com/article/10.1007/s10664-021-10016-2&casa_token=8C-rVSu9l74AAAAA:2s5rmzBFiH74xHZlTdpZsQCxwqL4cYIbWRH6Bdq1ehTjnxcpOwi8PPkhDrhKpHqjdrQf1_ZXaVRy5BysSQ,"Rotten green tests in Java, Pharo and Python",paper,Test Smell,Fully Rotten Green Test,,"tests that do not execute one or more assertions, and do not fall into any of the three previous categories.",FALSE,TRUE,FALSE,TRUE
https://dl.acm.org/doi/10.1145/3377812.3382151,RTj: a Java framework for detecting and refactoring rotten green test cases,paper,Test Smell,Fully Rotten Green Test,,Contains an assertion which was forced to fail.,TRUE,TRUE,TRUE,TRUE
https://link.springer.com/article/10.1007/s10009-008-0075-0,An approach to quality engineering of TTCN-3 test specifications,article,Test Smell,Fully-Parameterized Template,,"all fields of a template are defined by formal parameters. Hence, this template conveys no information on its own.",FALSE,FALSE,FALSE,FALSE
http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.144.6997&rep=rep1&type=pdf,Pattern-based Smell Detection in TTCN-3 Test Suites,thesis,Test Smell,Fully-Parameterized Template,,All fields of a template are defined by formal parameters.,TRUE,TRUE,FALSE,TRUE
https://link.springer.com/chapter/10.1007/978-3-540-73066-8_16,Utilising Code Smells to Detect Quality Problems in TTCN-3 Test Suites,paper,Test Smell,Fully-Parameterized Template,,All fields of a template are defined by formal parameters.,FALSE,FALSE,FALSE,FALSE
https://codingcraftsman.wordpress.com/2018/09/27/test-smells/,Test Smells - The Coding Craftsman,webpage,Test Smell,Fuzzy assertions,,"where lack of control for the system under test, causes us not to be able to predict the exact outcome, leading to fuzzy or partial matching in our assertions",TRUE,FALSE,FALSE,FALSE
https://arxiv.org/abs/2003.05613,A survey on test practitioners' awareness of test smells,paper,Test Smell,General Fixture,,"It occurs when the configuration file is generic, and different tests perform tests using part of configuration data. Those files may be hard to read, understand, and they may slower test execution;",FALSE,FALSE,FALSE,FALSE
https://www2.swc.rwth-aachen.de/docs/teaching/seminar2016/FsSE%20CTRelEng%202016.pdf#page=23,An analysis of information needs to detect test smells,paper,Test Smell,General Fixture,,General Fixture smell is mainly caused when the setup f ixture (also known as the test context) is too general and has a broad functionality resulting in different tests accessing only certain parts of the fixture.,FALSE,TRUE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/2970276.2970340,An empirical investigation into the nature of test smells,article,Test Smell,General Fixture,,"A test class is affected by this smell when the setUp method is too generic and the test methods only access part of it. In other words, the test fixture is not only responsible for setting the common environment for all the test methods.",FALSE,FALSE,FALSE,TRUE
https://ieeexplore.ieee.org/document/7890581,An Empirical Study into the Relationship Between Class Features and Test Smells,paper,Test Smell,General Fixture,,A test fixture is too general and the test methods access only part of it.,FALSE,FALSE,TRUE,FALSE
https://ieeexplore.ieee.org/abstract/document/8847402/,An exploratory study of the relationship between software test smells and fault-proneness,article,Test Smell,General Fixture,,A test case fixture is too general and the test methods only access a part of it,FALSE,TRUE,TRUE,FALSE
https://dl.acm.org/doi/10.1145/3387940.3392189,An Exploratory Study on the Refactoring of Unit Test Files in Android Applications,paper,Test Smell,General Fixture,,Not all fields instantiated within the setUp method of a test class are utilized by all test methods in the same test class,FALSE,TRUE,FALSE,TRUE
https://link.springer.com/article/10.1007/s10664-014-9313-0,Are test smells really harmful? An empirical study,article,Test Smell,General Fixture,,A test case fixture is too general and the test methods only access a part of it,FALSE,TRUE,TRUE,TRUE
https://dl.acm.org/doi/10.1109/MSR.2019.00072,Assessing diffusion and perception of test smells in scala projects,paper,Test Smell,General Fixture,,"A test fixture that is too general. Ideally, test cases should use all the fields provided by their fixture. This might be difficult to uphold when the fixture is shared by several test cases.",TRUE,TRUE,TRUE,TRUE
https://ieeexplore.ieee.org/document/6569744,Automated Detection of Test Fixture Strategies and Smells,paper,Test Smell,General Fixture,,"occurs if test classes contain broad functionality in the implicit setup, and different tests only access part of the fixture. Problems caused by a general fixture are two-fold: firstly, the cause-effect relationship between fixture and the expected outcome is less visible, and tests are harder to read and understand. This can cause tests to be fragile: a change that should be unrelated affects tests because too much functionality is covered in the fixture. Secondly, the test execution performance can deteriorate, and test execution times may eventually lead to developers avoiding to execute tests.",FALSE,TRUE,FALSE,TRUE
https://ieeexplore.ieee.org/abstract/document/8530039,Automatic Test Smell Detection Using Information Retrieval Techniques,paper,Test Smell,General Fixture,,This smell arises when the setUp fixture is too general and different tests only access part of it. Van Deursen et al. [59] reported that this smell makes the comprehension of the test class harder.,FALSE,FALSE,TRUE,FALSE
https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.696.5180&rep=rep1&type=pdf,Categorising Test Smells,thesis,Test Smell,General Fixture,Badly Used Fixture,The setup contains more elements than is needed by any of the tests.,FALSE,FALSE,TRUE,FALSE
https://ieeexplore.ieee.org/document/4021366,Characterizing the Relative Significance of a Test Smell,paper,Test Smell,General Fixture,,"It is considered good practice to gather test commands exercising the same unit under test together in a test case. This results in a minimal test case fixture which can be maximally reused by all test commands [8]. Therefore, a test case fixture starts to smell when it is larger than this limited set.",FALSE,TRUE,FALSE,TRUE
https://ieeexplore.ieee.org/abstract/document/4021983,Detecting redundant unit tests for AspectJ programs,paper,Test Smell,General Fixture,,"General Fixture smell is mainly caused when the setup fixture (also known as the test context) is too general and has a broad functionality resulting in different tests accessing only certain parts of the fixture. So even if a test uses only a small part of the entire fixture, it still has to execute the whole fixture even though major part of the fixture is irrelevant for that test.",FALSE,TRUE,FALSE,FALSE
https://lutpub.lut.fi/handle/10024/158751,Enhancing developers’ awareness on test suites’ quality with test smell summaries,thesis,Test Smell,General Fixture,,When the setUp fixture is too general and different tests only access part of that fixture.,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.1145/3474624.3477066,Handling Test Smells in Python: Results from a Mixed-Method Study,paper,Test Smell,General Fixture,,Setup method fields that are not used in all test methods,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/abs/10.1145/3379597.3387453,Investigating Severity Thresholds for Test Smells,paper,Test Smell,General Fixture,,It occurs when the test setup method creates fixtures (class fields used by the test cases) and a portion of the tests use only a subset of the fixtures,FALSE,TRUE,FALSE,FALSE
https://fpalomba.github.io/pdf/Conferencs/C51.pdf,Just-In-Time Test Smell Detection and Refactoring: The DARTS Project,paper,Test Smell,General Fixture,,There is a General Fixture when the fixture (initialization of setup variables) of a test suite is too general and the test methods in the suite only use a part of it,FALSE,FALSE,FALSE,TRUE
https://thoughtbot.com/blog/lets-not,Let’s not,webpage,Test Smell,General Fixture,,When the fixture is then reused and augmented by each test to create the necessary setup,TRUE,TRUE,FALSE,TRUE
http://xunitpatterns.com/Obscure%20Test.html,Obscure Test,webpage,Test Smell,General Fixture,,The test is building or referencing a larger fixture than is needed to verify the functionality in question.,TRUE,TRUE,FALSE,TRUE
https://ieeexplore.ieee.org/abstract/document/4359471,On The Detection of Test Smells: A Metrics-Based Approach for General Fixture and Eager Test,article,Test Smell,General Fixture,,"It is considered good practice to gather test commands exercising the same unit under test together in a test case. This results in a minimal test case fixture that gets reused by all test commands [5]. Therefore, a test case fixture starts to smell when it contains attributes not used by all test commands.",FALSE,TRUE,TRUE,TRUE
https://ieeexplore.ieee.org/document/9463091,"On the Distribution of ""Simple Stupid Bugs"" in Unit Test Files: An Exploratory Study",paper,Test Smell,General Fixture,,Not all fields instantiated within the setUp method of a test class are utilized by all test methods in the same test class,FALSE,FALSE,FALSE,FALSE
https://dl.acm.org/doi/10.5555/3370272.3370293,On the distribution of test smells in open source Android applications: an exploratory study,paper,Test Smell,General Fixture,,"Occurs when a test case fixture is too general, and the test methods only access part of it.",FALSE,FALSE,TRUE,FALSE
https://dl.acm.org/doi/10.1145/3350768.3350775,On the influence of Test Smells on Test Coverage,paper,Test Smell,General Fixture,,Occurs when a test case fixture is general and the test method only access part of it,FALSE,FALSE,FALSE,FALSE
https://link.springer.com/chapter/10.1007/978-3-540-76440-3_8,On the interplay between software testing and evolution and its effect on program comprehension,article,Test Smell,General Fixture,,In the JUnit framework a programmer can write a setUp method that will be executed before each test method to create a fixture for the tests to run in. Things start to smell when the setUp fixture is too general and different tests only access part of the fixture. Such set-ups are harder to read and understand and may make tests run more slowly (because they do unnecessary work). The danger of having tests that take too much time to complete is that testing starts interfering with the rest of the programming process and programmers eventually may not run the tests at all.,FALSE,TRUE,FALSE,FALSE
https://dl.acm.org/doi/abs/10.1145/3482909.3482916,On the use of test smells for prediction of flaky tests,paper,Test Smell,General Fixture,,Not all fields instantiated within the setUp method of a test class are utilized by all test methods in the same test class.,FALSE,TRUE,TRUE,FALSE
